customer_id,senior_citizen,tenure_months,contract,internet_service,tech_support,paperless_billing,payment_method,monthly_charges,total_charges,churn
C00339,0,56,Two year,No,Yes,No,Electronic check,24.33,1362.48,0
C00340,1,16,Month-to-month,Fiber optic,No,Yes,Electronic check,59.75,956.0,1
C00341,0,61,Two year,DSL,No,No,Mailed check,64.78,3951.58,0
C00342,1,11,Two year,No,No,Yes,Credit card,20.25,222.75,0
C00343,0,19,One year,DSL,No,Yes,Electronic check,61.47,1167.93,0
C00344,0,62,One year,DSL,Yes,Yes,Bank transfer,39.65,2458.3,0
C00345,0,44,One year,Fiber optic,No,No,Bank transfer,77.65,3416.6,0
C00346,0,39,Two year,DSL,No,Yes,Bank transfer,56.46,2201.94,0
C00347,0,40,Month-to-month,Fiber optic,No,Yes,Credit card,93.86,3754.4,0
C00348,0,70,One year,DSL,Yes,No,Mailed check,45.29,3170.3,0
C00349,0,16,Month-to-month,DSL,No,No,Mailed check,56.46,903.36,0
C00350,0,21,One year,DSL,No,Yes,Bank transfer,57.51,1207.71,0
C00351,0,35,Month-to-month,DSL,No,Yes,Credit card,46.48,1626.8,0
C00352,0,61,One year,No,Yes,Yes,Bank transfer,17.34,1057.74,0
C00353,0,40,One year,Fiber optic,No,Yes,Electronic check,95.22,3808.8,0
C00354,0,52,Month-to-month,Fiber optic,No,Yes,Mailed check,75.24,3912.48,1
C00355,0,59,Month-to-month,Fiber optic,No,No,Bank transfer,110.88,6541.92,0
C00356,1,65,One year,Fiber optic,No,Yes,Credit card,73.81,4797.65,0
C00357,0,33,One year,DSL,Yes,Yes,Bank transfer,54.71,1805.43,0
C00358,0,33,Month-to-month,DSL,No,No,Bank transfer,49.27,1625.91,1
C00359,0,5,One year,Fiber optic,Yes,Yes,Mailed check,78.24,391.2,0
C00360,0,5,Two year,Fiber optic,No,Yes,Bank transfer,117.59,587.95,0
C00361,0,35,Month-to-month,Fiber optic,No,Yes,Electronic check,78.41,2744.35,1
C00362,0,54,Month-to-month,No,No,Yes,Electronic check,20.01,1080.54,0
C00363,0,61,Month-to-month,No,No,No,Electronic check,20.47,1248.67,0
C00364,0,29,One year,DSL,No,Yes,Mailed check,39.01,1131.29,0
C00365,0,41,Month-to-month,DSL,Yes,Yes,Electronic check,63.49,2603.09,0
C00366,0,59,One year,DSL,No,Yes,Bank transfer,45.89,2707.51,0
C00367,0,23,One year,No,No,No,Credit card,15.0,345.0,0
C00368,0,11,Month-to-month,No,No,Yes,Mailed check,26.7,293.7,0
C00369,0,67,Two year,No,Yes,No,Electronic check,28.8,1929.6,0
C00370,0,39,One year,DSL,Yes,No,Mailed check,41.39,1614.21,0
C00371,0,11,Month-to-month,No,No,Yes,Electronic check,24.34,267.74,0
C00372,0,18,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,79.59,1432.62,1
C00373,1,23,Month-to-month,No,Yes,Yes,Credit card,15.0,345.0,0
C00374,1,14,Month-to-month,Fiber optic,Yes,No,Mailed check,71.21,996.94,0
C00375,0,31,Month-to-month,DSL,No,Yes,Mailed check,70.05,2171.55,0
C00376,1,59,Two year,DSL,No,Yes,Mailed check,63.62,3753.58,0
C00377,0,53,Month-to-month,No,Yes,Yes,Mailed check,18.54,982.62,0
C00378,0,66,Month-to-month,Fiber optic,No,Yes,Bank transfer,78.63,5189.58,0
C00379,0,61,One year,Fiber optic,Yes,Yes,Mailed check,79.81,4868.41,0
C00380,0,22,One year,Fiber optic,Yes,Yes,Mailed check,79.52,1749.44,0
C00381,0,4,Two year,Fiber optic,No,No,Credit card,103.67,414.68,0
C00382,1,11,One year,No,No,Yes,Credit card,20.22,222.42,0
C00383,0,57,Month-to-month,DSL,Yes,No,Credit card,62.11,3540.27,0
C00384,0,24,Month-to-month,DSL,No,Yes,Mailed check,60.95,1462.8,1
C00385,0,52,Two year,No,Yes,Yes,Credit card,27.91,1451.32,0
C00386,0,33,One year,Fiber optic,Yes,No,Mailed check,88.67,2926.11,0
C00387,0,65,Two year,DSL,No,No,Mailed check,44.83,2913.95,0
C00388,0,37,Month-to-month,DSL,Yes,No,Credit card,80.3,2971.1,1
C00389,0,65,Two year,DSL,No,Yes,Electronic check,78.63,5110.95,0
C00390,0,18,One year,DSL,No,No,Credit card,64.61,1162.98,0
C00391,0,56,Month-to-month,DSL,Yes,No,Credit card,55.46,3105.76,0
C00392,0,38,One year,DSL,No,No,Credit card,55.67,2115.46,0
C00393,0,13,One year,Fiber optic,No,No,Credit card,94.57,1229.41,0
C00394,0,17,Month-to-month,No,No,Yes,Credit card,15.88,269.96,0
C00395,0,22,Month-to-month,No,No,No,Mailed check,15.0,330.0,0
C00396,0,11,Two year,Fiber optic,No,Yes,Bank transfer,81.11,892.21,0
C00397,1,68,Month-to-month,DSL,Yes,Yes,Bank transfer,69.13,4700.84,0
C00398,1,15,Month-to-month,No,No,No,Mailed check,20.56,308.4,1
C00399,0,43,Month-to-month,Fiber optic,No,Yes,Mailed check,109.71,4717.53,0
C00400,0,41,Month-to-month,Fiber optic,Yes,Yes,Credit card,76.22,3125.02,0
C00401,0,39,Two year,DSL,Yes,Yes,Electronic check,52.61,2051.79,0
C00402,0,45,One year,DSL,No,Yes,Electronic check,60.91,2740.95,0
C00403,0,66,Month-to-month,Fiber optic,No,No,Mailed check,69.3,4573.8,0
C00404,0,70,Two year,Fiber optic,Yes,No,Credit card,95.18,6662.6,0
C00405,0,63,Two year,DSL,No,No,Credit card,55.95,3524.85,0
C00406,0,33,Month-to-month,No,Yes,No,Bank transfer,23.71,782.43,0
C00407,0,53,Two year,Fiber optic,No,Yes,Credit card,84.8,4494.4,0
C00408,0,13,Month-to-month,Fiber optic,No,No,Electronic check,81.88,1064.44,1
C00409,0,64,Two year,DSL,Yes,Yes,Electronic check,67.72,4334.08,0
C00410,1,14,One year,Fiber optic,No,No,Bank transfer,67.09,939.26,0
C00411,0,8,One year,Fiber optic,Yes,No,Mailed check,106.04,848.32,0
C00412,0,60,Month-to-month,DSL,No,No,Credit card,87.27,5236.2,1
C00413,0,55,Two year,Fiber optic,No,No,Electronic check,69.42,3818.1,0
C00414,0,10,Month-to-month,Fiber optic,No,Yes,Mailed check,68.44,684.4,1
C00415,0,70,Month-to-month,No,No,No,Mailed check,17.83,1248.1,0
C00416,0,8,Month-to-month,DSL,Yes,Yes,Bank transfer,79.15,633.2,0
C00417,1,3,One year,No,Yes,Yes,Mailed check,25.0,75.0,0
C00418,0,69,Month-to-month,Fiber optic,Yes,Yes,Credit card,92.49,6381.81,1
C00419,0,16,Two year,DSL,No,Yes,Electronic check,61.07,977.12,0
C00420,0,17,One year,DSL,No,No,Electronic check,42.3,719.1,0
C00421,0,57,Month-to-month,DSL,No,Yes,Credit card,44.57,2540.49,0
C00422,0,44,Month-to-month,DSL,Yes,Yes,Bank transfer,51.69,2274.36,1
C00423,0,37,Month-to-month,Fiber optic,No,Yes,Credit card,109.6,4055.2,1
C00424,0,72,One year,Fiber optic,Yes,Yes,Mailed check,106.7,7682.4,0
C00425,0,6,Two year,DSL,No,Yes,Credit card,52.52,315.12,0
C00426,1,67,Month-to-month,No,Yes,No,Mailed check,24.37,1632.79,0
C00427,0,19,Two year,DSL,Yes,No,Bank transfer,31.21,592.99,0
C00428,0,45,Month-to-month,Fiber optic,No,Yes,Credit card,77.28,3477.6,0
C00429,0,23,Two year,No,No,Yes,Credit card,26.84,617.32,0
C00430,0,21,Two year,No,No,Yes,Mailed check,21.43,450.03,0
C00431,0,23,One year,Fiber optic,No,No,Credit card,96.34,2215.82,1
C00432,1,40,One year,Fiber optic,Yes,Yes,Mailed check,99.77,3990.8,0
C00433,0,64,Two year,DSL,Yes,Yes,Bank transfer,53.69,3436.16,0
C00434,0,8,Month-to-month,DSL,No,Yes,Bank transfer,67.28,538.24,0
C00435,0,48,Month-to-month,Fiber optic,No,Yes,Electronic check,69.11,3317.28,0
C00436,0,62,Month-to-month,DSL,No,Yes,Mailed check,59.92,3715.04,0
C00437,1,53,Month-to-month,Fiber optic,Yes,No,Electronic check,111.34,5901.02,0
C00438,0,71,One year,DSL,Yes,Yes,Electronic check,59.05,4192.55,0
C00439,0,0,One year,No,No,No,Bank transfer,19.58,19.58,0
C00440,0,26,Two year,No,Yes,Yes,Electronic check,17.41,452.66,0
C00441,1,31,Month-to-month,No,No,Yes,Bank transfer,15.0,465.0,0
C00442,0,39,One year,Fiber optic,Yes,Yes,Electronic check,94.87,3699.93,0
C00443,0,23,Month-to-month,DSL,No,Yes,Electronic check,55.58,1278.34,0
C00444,0,18,Month-to-month,DSL,No,Yes,Electronic check,50.23,904.14,1
C00445,0,62,One year,Fiber optic,Yes,Yes,Bank transfer,92.61,5741.82,0
C00446,1,16,Two year,Fiber optic,No,No,Electronic check,90.21,1443.36,0
C00447,0,69,One year,Fiber optic,No,No,Credit card,93.37,6442.53,0
C00448,0,2,Month-to-month,Fiber optic,No,No,Bank transfer,72.2,144.4,1
C00449,1,30,One year,Fiber optic,Yes,Yes,Electronic check,71.29,2138.7,1
C00450,1,44,Month-to-month,DSL,Yes,Yes,Credit card,51.52,2266.88,0
C00451,0,71,Two year,DSL,No,Yes,Mailed check,61.63,4375.73,0
C00452,0,55,One year,Fiber optic,Yes,Yes,Credit card,77.17,4244.35,0
C00453,1,1,Month-to-month,Fiber optic,No,Yes,Credit card,88.62,88.62,1
C00454,0,54,Month-to-month,No,Yes,Yes,Mailed check,23.31,1258.74,0
C00455,0,23,Month-to-month,Fiber optic,No,No,Mailed check,102.81,2364.63,1
C00456,0,62,Two year,Fiber optic,No,Yes,Electronic check,106.18,6583.16,0
C00457,0,56,Month-to-month,No,Yes,Yes,Electronic check,20.88,1169.28,0
C00458,0,14,One year,DSL,Yes,No,Bank transfer,58.43,818.02,0
C00459,0,26,One year,Fiber optic,No,No,Bank transfer,80.66,2097.16,1
C00460,0,59,One year,Fiber optic,No,Yes,Bank transfer,86.2,5085.8,1
C00461,1,67,Month-to-month,Fiber optic,No,Yes,Credit card,81.42,5455.14,1
C00462,0,44,Two year,DSL,No,Yes,Electronic check,58.37,2568.28,0
C00463,0,15,Month-to-month,No,No,Yes,Electronic check,27.41,411.15,0
C00464,0,28,One year,No,No,Yes,Credit card,20.22,566.16,0
C00465,0,58,One year,DSL,Yes,Yes,Electronic check,39.28,2278.24,0
C00466,0,43,One year,DSL,No,Yes,Mailed check,50.99,2192.57,0
C00467,0,14,Two year,DSL,No,No,Mailed check,61.68,863.52,0
C00468,0,20,Month-to-month,No,No,Yes,Electronic check,16.34,326.8,1
C00469,0,14,Month-to-month,Fiber optic,No,No,Bank transfer,76.3,1068.2,1
C00470,0,34,Month-to-month,DSL,Yes,Yes,Credit card,59.33,2017.22,0
C00471,0,32,Month-to-month,No,Yes,Yes,Credit card,23.92,765.44,0
C00472,0,39,Month-to-month,Fiber optic,Yes,Yes,Mailed check,97.85,3816.15,1
C00473,0,68,Month-to-month,Fiber optic,Yes,Yes,Credit card,82.02,5577.36,0
C00474,0,47,Month-to-month,Fiber optic,No,No,Mailed check,108.27,5088.69,0
C00475,0,42,Month-to-month,Fiber optic,No,Yes,Credit card,62.62,2630.04,0
C00476,0,26,Month-to-month,Fiber optic,Yes,Yes,Credit card,99.24,2580.24,0
C00477,0,46,One year,DSL,Yes,No,Mailed check,53.03,2439.38,0
C00478,0,69,One year,Fiber optic,Yes,Yes,Electronic check,69.73,4811.37,1
C00479,0,0,Month-to-month,No,No,No,Credit card,15.14,15.14,1
C00480,0,25,Month-to-month,Fiber optic,No,No,Electronic check,112.73,2818.25,1
C00481,0,4,Month-to-month,No,Yes,Yes,Bank transfer,20.79,83.16,0
C00482,0,14,One year,Fiber optic,No,Yes,Mailed check,87.65,1227.1,0
C00483,0,4,Month-to-month,Fiber optic,No,Yes,Mailed check,95.58,382.32,1
C00484,1,43,Month-to-month,DSL,No,No,Bank transfer,79.51,3418.93,0
C00485,0,59,Month-to-month,No,No,No,Bank transfer,26.83,1582.97,0
C00486,0,68,Month-to-month,DSL,No,No,Bank transfer,56.13,3816.84,0
C00487,0,17,Month-to-month,DSL,Yes,No,Mailed check,42.22,717.74,0
C00488,0,51,One year,DSL,No,Yes,Bank transfer,46.37,2364.87,0
C00489,0,24,One year,DSL,No,No,Bank transfer,42.11,1010.64,0
C00490,0,23,One year,No,Yes,No,Bank transfer,18.25,419.75,1
C00491,0,44,One year,No,No,Yes,Bank transfer,24.36,1071.84,0
C00492,0,49,One year,Fiber optic,No,No,Electronic check,103.65,5078.85,0
C00493,0,42,Month-to-month,DSL,No,No,Electronic check,44.3,1860.6,1
C00494,0,7,One year,No,No,No,Electronic check,15.8,110.6,0
C00495,0,29,Month-to-month,Fiber optic,Yes,No,Bank transfer,81.41,2360.89,0
C00496,0,20,Month-to-month,DSL,No,No,Credit card,57.25,1145.0,0
C00497,0,0,One year,Fiber optic,Yes,No,Electronic check,82.1,82.1,0
C00498,0,2,Month-to-month,Fiber optic,Yes,Yes,Electronic check,65.25,130.5,1
C00499,0,32,Month-to-month,DSL,No,Yes,Mailed check,51.66,1653.12,0
C00500,0,7,One year,Fiber optic,Yes,No,Credit card,78.93,552.51,1
C00501,0,53,Two year,Fiber optic,No,No,Mailed check,115.3,6110.9,0
C00502,0,4,Two year,DSL,Yes,No,Bank transfer,62.86,251.44,0
C00503,0,17,Month-to-month,Fiber optic,No,Yes,Credit card,104.01,1768.17,1
C00504,0,71,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,94.46,6706.66,0
C00505,0,51,One year,Fiber optic,Yes,Yes,Mailed check,104.73,5341.23,0
C00506,0,40,Month-to-month,No,No,Yes,Electronic check,20.37,814.8,0
C00507,0,1,Two year,No,No,No,Credit card,18.36,18.36,0
C00508,0,3,Month-to-month,Fiber optic,No,Yes,Bank transfer,101.4,304.2,1
C00509,0,66,Month-to-month,Fiber optic,No,Yes,Mailed check,122.29,8071.14,1
C00510,0,58,Month-to-month,Fiber optic,Yes,No,Bank transfer,80.95,4695.1,1
C00511,1,69,Two year,Fiber optic,Yes,No,Electronic check,96.92,6687.48,0
C00512,1,58,Month-to-month,DSL,Yes,Yes,Bank transfer,41.72,2419.76,0
C00513,1,0,Month-to-month,Fiber optic,No,Yes,Mailed check,92.59,92.59,1
C00514,0,58,Month-to-month,Fiber optic,No,No,Electronic check,85.63,4966.54,0
C00515,1,33,Month-to-month,Fiber optic,No,Yes,Electronic check,52.63,1736.79,0
C00516,0,50,Month-to-month,No,No,No,Electronic check,20.06,1003.0,0
C00517,0,30,One year,Fiber optic,Yes,No,Credit card,99.99,2999.7,0
C00518,0,52,Month-to-month,Fiber optic,No,No,Electronic check,73.52,3823.04,0
C00519,0,61,Two year,DSL,No,Yes,Mailed check,34.68,2115.48,0
C00520,0,71,Two year,DSL,No,No,Electronic check,57.53,4084.63,0
C00521,0,39,Month-to-month,Fiber optic,No,Yes,Bank transfer,82.13,3203.07,1
C00522,1,20,Month-to-month,Fiber optic,No,No,Mailed check,98.59,1971.8,0
C00523,0,44,One year,DSL,Yes,Yes,Credit card,65.11,2864.84,0
C00524,0,36,Month-to-month,DSL,Yes,Yes,Electronic check,72.29,2602.44,0
C00525,0,14,Month-to-month,DSL,Yes,No,Mailed check,46.72,654.08,0
C00526,0,52,Two year,No,Yes,Yes,Mailed check,15.0,780.0,0
C00527,0,5,Two year,Fiber optic,Yes,Yes,Mailed check,60.33,301.65,0
C00528,0,29,One year,Fiber optic,Yes,Yes,Mailed check,79.33,2300.57,1
C00529,0,50,Month-to-month,DSL,No,No,Mailed check,64.44,3222.0,0
C00530,1,67,One year,DSL,Yes,Yes,Credit card,33.71,2258.57,0
C00531,0,45,One year,DSL,No,Yes,Bank transfer,62.17,2797.65,0
C00532,0,71,Month-to-month,Fiber optic,No,Yes,Mailed check,99.13,7038.23,0
C00533,0,60,One year,DSL,Yes,Yes,Credit card,39.09,2345.4,0
C00534,0,17,Month-to-month,DSL,Yes,Yes,Electronic check,43.43,738.31,0
C00535,1,61,Month-to-month,No,Yes,Yes,Bank transfer,15.99,975.39,0
C00536,1,24,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,83.39,2001.36,0
C00537,0,46,Month-to-month,No,Yes,No,Electronic check,24.97,1148.62,0
C00538,0,14,Month-to-month,DSL,No,Yes,Bank transfer,58.73,822.22,1
C00539,1,39,Two year,DSL,Yes,No,Bank transfer,55.68,2171.52,0
C00540,0,49,Two year,No,No,Yes,Bank transfer,31.19,1528.31,0
C00541,0,66,One year,Fiber optic,No,Yes,Bank transfer,94.93,6265.38,0
C00542,1,68,Two year,Fiber optic,No,Yes,Credit card,82.28,5595.04,0
C00543,0,58,Two year,No,No,No,Mailed check,21.05,1220.9,0
C00544,0,40,Month-to-month,Fiber optic,No,Yes,Electronic check,87.81,3512.4,0
C00545,0,64,Month-to-month,DSL,Yes,Yes,Mailed check,69.87,4471.68,0
C00546,1,7,Month-to-month,Fiber optic,No,Yes,Credit card,91.15,638.05,0
C00547,1,72,Month-to-month,DSL,No,Yes,Mailed check,59.62,4292.64,0
C00548,1,14,One year,DSL,No,Yes,Credit card,56.1,785.4,1
C00549,0,29,Month-to-month,DSL,No,Yes,Credit card,61.0,1769.0,0
C00550,0,66,Month-to-month,No,No,No,Electronic check,21.94,1448.04,0
C00551,0,52,Month-to-month,Fiber optic,No,Yes,Bank transfer,74.6,3879.2,0
C00552,0,62,Month-to-month,DSL,Yes,Yes,Credit card,74.68,4630.16,0
C00553,0,50,Two year,DSL,No,No,Bank transfer,57.64,2882.0,0
C00554,0,43,Month-to-month,Fiber optic,No,No,Mailed check,93.39,4015.77,1
C00555,0,12,Month-to-month,No,Yes,No,Credit card,16.76,201.12,0
C00556,0,72,Month-to-month,DSL,No,Yes,Electronic check,60.91,4385.52,0
C00557,1,46,Month-to-month,DSL,No,Yes,Credit card,52.66,2422.36,0
C00558,0,48,One year,No,Yes,Yes,Electronic check,20.65,991.2,0
C00559,0,31,Month-to-month,No,No,No,Electronic check,23.2,719.2,0
C00560,0,69,Month-to-month,No,No,No,Bank transfer,15.97,1101.93,0
C00561,0,32,Month-to-month,DSL,Yes,Yes,Electronic check,47.79,1529.28,0
C00562,0,13,Two year,DSL,Yes,Yes,Bank transfer,77.01,1001.13,0
C00563,1,13,One year,Fiber optic,Yes,Yes,Mailed check,90.7,1179.1,0
C00564,0,50,One year,DSL,Yes,No,Bank transfer,48.42,2421.0,0
C00565,0,54,One year,No,No,Yes,Credit card,25.97,1402.38,0
C00566,0,15,One year,DSL,No,No,Credit card,44.06,660.9,0
C00567,0,50,Month-to-month,Fiber optic,Yes,No,Electronic check,69.64,3482.0,0
C00568,0,72,Month-to-month,No,No,Yes,Credit card,16.95,1220.4,0
C00569,0,38,Month-to-month,No,Yes,No,Credit card,15.0,570.0,0
C00570,0,70,Month-to-month,Fiber optic,No,Yes,Bank transfer,84.93,5945.1,0
C00571,0,11,Two year,No,Yes,No,Electronic check,24.16,265.76,0
C00572,0,29,Month-to-month,DSL,No,Yes,Bank transfer,87.36,2533.44,0
C00573,0,40,One year,Fiber optic,Yes,Yes,Bank transfer,77.98,3119.2,0
C00574,0,26,Two year,DSL,No,Yes,Electronic check,73.71,1916.46,0
C00575,0,7,Month-to-month,No,No,Yes,Credit card,21.03,147.21,0
C00576,0,33,Two year,No,No,No,Bank transfer,34.91,1152.03,0
C00577,0,24,One year,DSL,No,No,Electronic check,51.38,1233.12,0
C00578,0,14,Two year,DSL,No,No,Bank transfer,44.46,622.44,0
C00579,0,27,Month-to-month,Fiber optic,No,Yes,Credit card,99.44,2684.88,0
C00580,0,30,Month-to-month,DSL,Yes,Yes,Credit card,43.43,1302.9,0
C00581,0,64,Month-to-month,No,No,Yes,Credit card,21.25,1360.0,0
C00582,0,35,Month-to-month,DSL,Yes,Yes,Credit card,42.93,1502.55,0
C00583,1,30,Month-to-month,No,No,Yes,Electronic check,17.98,539.4,0
C00584,0,28,Two year,Fiber optic,Yes,Yes,Electronic check,105.53,2954.84,0
C00585,0,43,One year,Fiber optic,No,Yes,Electronic check,108.44,4662.92,0
C00586,0,20,Month-to-month,DSL,No,No,Credit card,47.53,950.6,0
C00587,0,63,Month-to-month,No,No,Yes,Credit card,15.0,945.0,0
C00588,0,30,Month-to-month,Fiber optic,No,No,Electronic check,103.27,3098.1,0
C00589,0,31,Month-to-month,Fiber optic,No,Yes,Credit card,105.99,3285.69,0
C00590,0,4,Two year,Fiber optic,No,Yes,Electronic check,73.44,293.76,0
C00591,0,64,Month-to-month,No,No,No,Mailed check,16.53,1057.92,0
C00592,0,34,Month-to-month,No,No,No,Bank transfer,24.91,846.94,0
C00593,0,9,One year,No,No,No,Electronic check,20.08,180.72,0
C00594,0,12,Month-to-month,Fiber optic,Yes,Yes,Mailed check,64.19,770.28,1
C00595,0,26,Month-to-month,No,Yes,Yes,Mailed check,15.4,400.4,0
C00596,0,56,One year,DSL,No,No,Mailed check,34.79,1948.24,0
C00597,0,6,One year,Fiber optic,No,Yes,Mailed check,87.17,523.02,0
C00598,0,8,Two year,Fiber optic,No,No,Mailed check,118.96,951.68,1
C00599,0,40,One year,Fiber optic,No,Yes,Bank transfer,84.33,3373.2,0
C00600,0,36,Month-to-month,No,No,No,Electronic check,23.25,837.0,0
C00601,0,69,One year,No,No,Yes,Bank transfer,25.53,1761.57,0
C00602,0,54,Two year,Fiber optic,No,Yes,Electronic check,83.26,4496.04,0
C00603,0,47,One year,Fiber optic,Yes,No,Bank transfer,90.49,4253.03,0
C00604,0,24,Two year,No,Yes,Yes,Electronic check,15.0,360.0,0
C00605,0,45,One year,No,No,Yes,Credit card,15.0,675.0,0
C00606,0,42,Two year,Fiber optic,No,Yes,Mailed check,83.59,3510.78,0
C00607,0,20,Month-to-month,DSL,Yes,Yes,Electronic check,62.1,1242.0,0
C00608,0,27,One year,DSL,No,Yes,Electronic check,46.75,1262.25,0
C00609,0,67,Month-to-month,No,No,No,Mailed check,17.33,1161.11,0
C00610,1,39,One year,Fiber optic,Yes,Yes,Credit card,90.03,3511.17,0
C00611,1,34,One year,Fiber optic,Yes,Yes,Mailed check,90.34,3071.56,0
C00612,0,58,Two year,Fiber optic,No,Yes,Mailed check,96.25,5582.5,0
C00613,0,19,Two year,Fiber optic,Yes,Yes,Credit card,76.08,1445.52,0
C00614,0,16,Month-to-month,Fiber optic,Yes,Yes,Electronic check,75.46,1207.36,0
C00615,0,72,One year,No,No,No,Bank transfer,15.0,1080.0,0
C00616,0,58,One year,DSL,No,No,Mailed check,31.54,1829.32,0
C00617,0,30,Month-to-month,Fiber optic,No,Yes,Credit card,91.1,2733.0,1
C00618,0,69,Month-to-month,Fiber optic,No,Yes,Bank transfer,100.74,6951.06,0
C00619,0,27,Month-to-month,No,No,No,Mailed check,26.76,722.52,0
C00620,0,49,One year,DSL,No,No,Mailed check,58.49,2866.01,0
C00621,0,2,Month-to-month,Fiber optic,No,No,Credit card,75.56,151.12,1
C00622,1,50,Two year,DSL,Yes,Yes,Mailed check,57.38,2869.0,0
C00623,0,13,Month-to-month,DSL,No,No,Bank transfer,83.21,1081.73,0
C00624,0,17,Two year,Fiber optic,No,No,Credit card,69.97,1189.49,1
C00625,0,59,Month-to-month,DSL,Yes,Yes,Electronic check,43.38,2559.42,0
C00626,0,15,One year,No,No,No,Credit card,21.93,328.95,0
C00627,0,35,Month-to-month,No,Yes,Yes,Credit card,25.53,893.55,0
C00628,0,67,One year,DSL,Yes,Yes,Bank transfer,48.08,3221.36,0
C00629,0,69,Two year,No,No,No,Electronic check,17.36,1197.84,0
C00630,0,32,Two year,Fiber optic,Yes,Yes,Electronic check,73.34,2346.88,0
C00631,0,6,Two year,Fiber optic,Yes,No,Credit card,76.32,457.92,0
C00632,0,20,Month-to-month,No,No,No,Mailed check,15.18,303.6,1
C00633,1,44,Month-to-month,Fiber optic,No,No,Bank transfer,99.09,4359.96,1
C00634,1,24,Month-to-month,DSL,No,Yes,Electronic check,58.7,1408.8,1
C00635,0,52,Month-to-month,DSL,Yes,No,Bank transfer,49.52,2575.04,0
C00636,0,72,One year,Fiber optic,No,No,Electronic check,101.89,7336.08,0
C00637,0,45,One year,No,No,Yes,Bank transfer,22.76,1024.2,0
C00638,0,45,One year,Fiber optic,Yes,No,Credit card,87.84,3952.8,0
C00639,0,38,Two year,Fiber optic,Yes,Yes,Credit card,76.23,2896.74,0
C00640,0,13,One year,DSL,No,No,Credit card,60.8,790.4,0
C00641,0,42,Two year,No,No,No,Bank transfer,22.02,924.84,0
C00642,0,68,Month-to-month,DSL,Yes,No,Bank transfer,56.59,3848.12,0
C00643,0,50,Month-to-month,Fiber optic,Yes,Yes,Electronic check,73.0,3650.0,0
C00644,0,54,One year,Fiber optic,No,No,Bank transfer,75.58,4081.32,0
C00645,0,63,Two year,DSL,No,Yes,Credit card,63.42,3995.46,0
C00646,0,28,Month-to-month,DSL,No,No,Electronic check,72.0,2016.0,0
C00647,1,24,Month-to-month,Fiber optic,No,No,Mailed check,99.38,2385.12,1
C00648,1,70,One year,DSL,Yes,No,Credit card,54.2,3794.0,0
C00649,0,33,Month-to-month,Fiber optic,No,No,Mailed check,85.91,2835.03,0
C00650,0,53,Month-to-month,No,Yes,No,Bank transfer,15.6,826.8,0
C00651,0,46,Two year,DSL,No,Yes,Credit card,58.63,2696.98,0
C00652,0,9,One year,Fiber optic,No,No,Credit card,59.77,537.93,1
C00653,0,22,Month-to-month,DSL,No,Yes,Electronic check,58.1,1278.2,1
C00654,0,23,Two year,DSL,No,No,Mailed check,48.58,1117.34,0
C00655,0,13,Month-to-month,Fiber optic,No,No,Electronic check,78.35,1018.55,1
C00656,0,56,Two year,No,No,No,Credit card,18.19,1018.64,0
C00657,0,70,Month-to-month,Fiber optic,Yes,Yes,Credit card,83.87,5870.9,0
C00658,0,70,One year,DSL,Yes,Yes,Credit card,42.07,2944.9,0
C00659,0,14,Month-to-month,Fiber optic,No,Yes,Electronic check,87.13,1219.82,1
C00660,1,32,Month-to-month,Fiber optic,No,No,Bank transfer,80.66,2581.12,1
C00661,0,16,Two year,No,Yes,Yes,Bank transfer,26.88,430.08,0
C00662,0,4,Month-to-month,Fiber optic,No,Yes,Bank transfer,95.62,382.48,1
C00663,0,45,Month-to-month,No,No,Yes,Electronic check,15.17,682.65,0
C00664,0,62,Month-to-month,DSL,No,No,Electronic check,50.98,3160.76,0
